crisis_definition,word_count_base,sentimenter_name,sentiment_kind,improvement_recall_%,improvement_precision_%,improvement_fscore_%,correlation
IMF_GAP_6,w2v,vader,intensity_x_word-count,4.848079323693222,-2.6936342548661716,-0.19890447325631788,0.48895541551210625
IMF_GAP_6,w2v_refined_2,afinn,direction_x_word-count,2.610237709167103,0.0035778562760344634,0.8347126560847927,-0.2749445110821793
IMF_GAP_6,w2v_refined_2,afinn,intensity_x_word-count,11.616228598987215,6.612259663589736,8.126598952386766,-0.18595710257708212
IMF_GAP_6,w2v_refined_2,textblob,direction_x_word-count,3.825582312424414,-1.9493087897827754,-0.09549042425007803,-0.13845565991017086
IMF_GAP_6,w2v_refined_2,textblob,intensity_x_word-count,7.662414272843718,-5.940505785774337,-1.8036672166856875,-0.10870143299939963
IMF_GAP_6,w2v_refined_2,vader,direction_x_word-count,-1.2517904489074434,-6.459423822960953,-4.769239923930996,-0.313553113546348
IMF_GAP_6,w2v_refined_2,vader,intensity_x_word-count,4.63786213786214,-0.30580566744245985,1.27533002002619,0.3744279699932105
IMF_Monthly_Starts,fed,afinn,direction_x_word-count,4.196397153567828,3.0261935513780993,3.804097804189691,-0.31731205706582605
IMF_Monthly_Starts,fed,afinn,intensity_x_word-count,14.895724749548366,6.517029704190056,12.022535463441004,-0.1953270389614535
IMF_Monthly_Starts,fed,textblob,direction_x_word-count,4.727813416055173,4.289668522688279,4.5501784986801,-0.16894813644030454
IMF_Monthly_Starts,fed,textblob,intensity_x_word-count,13.286874838919664,7.899899566165288,11.480036935303447,-0.1086955956898742
IMF_Monthly_Starts,fed,vader,direction_x_word-count,2.4085548114437927,0.4915910005635977,1.7715811923295415,-0.2889035112447847
IMF_Monthly_Starts,fed,vader,intensity_x_word-count,6.630906031727406,3.0115513678383508,5.426245936240895,0.26321842014737373
IMF_Monthly_Starts,w2v,afinn,direction_x_word-count,8.350625566403554,-0.8218331361097742,5.31229449952758,-0.277421693226262
IMF_Monthly_Starts,w2v,afinn,intensity_x_word-count,24.007015239530432,4.745490812938346,17.398832630107993,-0.18835028468372064
IMF_Monthly_Starts,w2v,textblob,direction_x_word-count,6.9724409924488775,-1.0115045674455123,4.316666264845496,-0.12711852360347073
IMF_Monthly_Starts,w2v,textblob,intensity_x_word-count,20.80824406863907,5.88337309579293,15.813779658095031,-0.11166109449085518
IMF_Monthly_Starts,w2v,vader,direction_x_word-count,8.15571799019725,-2.9451590896491284,4.471678658675769,-0.32960024642745145
IMF_Monthly_Starts,w2v,vader,intensity_x_word-count,10.918630885742871,-1.0900911349868918,6.9633456904202,0.48895541551210625
IMF_Monthly_Starts,w2v_refined_2,afinn,direction_x_word-count,4.118427457327152,-2.7384812171146313,1.7617048385935772,-0.2749445110821793
IMF_Monthly_Starts,w2v_refined_2,afinn,intensity_x_word-count,17.69833264840815,4.234740978767263,13.038847709288667,-0.18595710257708212
IMF_Monthly_Starts,w2v_refined_2,textblob,direction_x_word-count,6.672223978967056,0.7228115815074619,4.645742651260384,-0.13845565991017086
IMF_Monthly_Starts,w2v_refined_2,textblob,intensity_x_word-count,16.034816815947416,6.665966800783191,12.857923489639276,-0.10870143299939963
IMF_Monthly_Starts,w2v_refined_2,vader,direction_x_word-count,3.803542047463186,-2.950699575945888,1.5312719769682945,-0.313553113546348
IMF_Monthly_Starts,w2v_refined_2,vader,intensity_x_word-count,9.155623919739984,1.784043237302323,6.696651253205001,0.3744279699932105
IMF_Monthly_Starts_Gap_3,fed,afinn,direction_x_word-count,3.090886152172671,2.424742820995517,2.799558612393702,-0.31731205706582605
IMF_Monthly_Starts_Gap_3,fed,afinn,intensity_x_word-count,11.598849827427058,3.9513138242036705,8.088573115520798,-0.1953270389614535
IMF_Monthly_Starts_Gap_3,fed,textblob,direction_x_word-count,4.623510469357445,5.007405028932036,4.768458440843193,-0.16894813644030454
IMF_Monthly_Starts_Gap_3,fed,textblob,intensity_x_word-count,11.228904787507442,6.229692190478627,8.963658721738339,-0.1086955956898742
IMF_Monthly_Starts_Gap_3,fed,vader,direction_x_word-count,3.1874471589426805,3.1154549688522177,3.1611096589044387,-0.2889035112447847
IMF_Monthly_Starts_Gap_3,fed,vader,intensity_x_word-count,7.817355306007908,6.548259912182624,7.257766351295476,0.26321842014737373
IMF_Monthly_Starts_Gap_3,w2v,afinn,direction_x_word-count,7.202036850117717,-2.109245992664128,3.066709068361657,-0.277421693226262
IMF_Monthly_Starts_Gap_3,w2v,afinn,intensity_x_word-count,18.32634625590651,0.6470615258932311,10.221141445245333,-0.18835028468372064
IMF_Monthly_Starts_Gap_3,w2v,textblob,direction_x_word-count,5.66220641531046,-2.5888963347594247,1.9895216482136597,-0.12711852360347073
IMF_Monthly_Starts_Gap_3,w2v,textblob,intensity_x_word-count,17.052812322421453,2.5228908120261657,10.499907170856774,-0.11166109449085518
IMF_Monthly_Starts_Gap_3,w2v,vader,direction_x_word-count,4.875281632685795,-6.928705791118592,-0.404114068860288,-0.32960024642745145
IMF_Monthly_Starts_Gap_3,w2v,vader,intensity_x_word-count,9.071207030484306,-3.032087930464899,3.683162933679049,0.48895541551210625
IMF_Monthly_Starts_Gap_3,w2v_refined_2,afinn,direction_x_word-count,4.309951268475221,-3.243716310426807,0.8580166332134822,-0.2749445110821793
IMF_Monthly_Starts_Gap_3,w2v_refined_2,afinn,intensity_x_word-count,14.01258291636374,0.9690729798227025,7.9947752682569195,-0.18595710257708212
IMF_Monthly_Starts_Gap_3,w2v_refined_2,textblob,direction_x_word-count,6.1673862328617215,-0.7129345818971027,3.040825137079056,-0.13845565991017086
IMF_Monthly_Starts_Gap_3,w2v_refined_2,textblob,intensity_x_word-count,13.820192977284481,4.536632641036009,9.597439435515778,-0.10870143299939963
IMF_Monthly_Starts_Gap_3,w2v_refined_2,vader,direction_x_word-count,2.600983634828135,-4.200478978316528,-0.45657372711807653,-0.313553113546348
IMF_Monthly_Starts_Gap_3,w2v_refined_2,vader,intensity_x_word-count,7.846696506729094,0.5993465902228566,4.6011164869924945,0.3744279699932105
IMF_Monthly_Starts_Gap_6,fed,afinn,direction_x_word-count,2.420203840455448,0.6211753693354917,1.435057644545309,-0.31731205706582605
IMF_Monthly_Starts_Gap_6,fed,afinn,intensity_x_word-count,8.48432115652394,-2.8093766771543036,2.2047658540624484,-0.1953270389614535
IMF_Monthly_Starts_Gap_6,fed,textblob,direction_x_word-count,3.916118633978289,2.840212442182886,3.2572077502607457,-0.16894813644030454
IMF_Monthly_Starts_Gap_6,fed,textblob,intensity_x_word-count,8.81948104936912,-0.37518243163404863,3.7567862309080686,-0.1086955956898742
IMF_Monthly_Starts_Gap_6,fed,vader,direction_x_word-count,3.1502079711406337,1.6998905630675634,2.3736704836817064,-0.2889035112447847
IMF_Monthly_Starts_Gap_6,fed,vader,intensity_x_word-count,6.355569059716519,3.8527633400058674,5.013023775559583,0.26321842014737373
IMF_Monthly_Starts_Gap_6,w2v,afinn,direction_x_word-count,5.551043501833898,-4.190527396475043,0.3665740373258983,-0.277421693226262
IMF_Monthly_Starts_Gap_6,w2v,afinn,intensity_x_word-count,15.98889598453199,-2.642662489043452,5.758942681100844,-0.18835028468372064
IMF_Monthly_Starts_Gap_6,w2v,textblob,direction_x_word-count,3.2114380869935677,-6.9666729921784984,-2.269631314651965,-0.12711852360347073
IMF_Monthly_Starts_Gap_6,w2v,textblob,intensity_x_word-count,13.522676916376597,-2.451048224767855,4.823079165172097,-0.11166109449085518
IMF_Monthly_Starts_Gap_6,w2v,vader,direction_x_word-count,4.394272199050758,-6.917552247856326,-1.6600662592836946,-0.32960024642745145
IMF_Monthly_Starts_Gap_6,w2v,vader,intensity_x_word-count,7.103981566094966,-6.151933630551344,-0.02111641568581457,0.48895541551210625
IMF_Monthly_Starts_Gap_6,w2v_refined_2,afinn,direction_x_word-count,4.574839715820473,-2.746929382607751,0.5507191879034693,-0.2749445110821793
IMF_Monthly_Starts_Gap_6,w2v_refined_2,afinn,intensity_x_word-count,12.453486638446467,-0.4873086935094749,5.322195551588086,-0.18595710257708212
IMF_Monthly_Starts_Gap_6,w2v_refined_2,textblob,direction_x_word-count,6.390249360227115,-1.1482993139689217,2.2273379539847644,-0.13845565991017086
IMF_Monthly_Starts_Gap_6,w2v_refined_2,textblob,intensity_x_word-count,12.570305575486428,3.545959042220437,7.65441500650269,-0.10870143299939963
IMF_Monthly_Starts_Gap_6,w2v_refined_2,vader,direction_x_word-count,1.2610627465245137,-5.174399430567974,-2.212933643679726,-0.313553113546348
IMF_Monthly_Starts_Gap_6,w2v_refined_2,vader,intensity_x_word-count,8.074615857320813,0.37123461815965075,3.929339095756386,0.3744279699932105
kr,fed,afinn,direction_x_word-count,4.097445204523247,0.6510206580741283,1.4906135898977773,-0.31731205706582605
kr,fed,afinn,intensity_x_word-count,4.6279491833030795,-9.207687260578094,-6.088941008923528,-0.1953270389614535
kr,fed,textblob,direction_x_word-count,5.218103130988795,0.766456946807164,1.5854089903791078,-0.16894813644030454
kr,fed,textblob,intensity_x_word-count,3.3987790793598487,-14.528813050726509,-10.492609057967861,-0.1086955956898742
kr,fed,vader,direction_x_word-count,3.7931034482758634,1.3967862205209398,2.040765551520136,-0.2889035112447847
kr,fed,vader,intensity_x_word-count,4.935035472694274,-0.9061435599193763,0.5087590839301468,0.26321842014737373
kr,w2v,afinn,direction_x_word-count,3.80749170222854,0.3643598033002506,1.338886535836986,-0.277421693226262
kr,w2v,afinn,intensity_x_word-count,3.5834942084942094,-16.801761444316714,-12.019278299555133,-0.18835028468372064
kr,w2v,textblob,direction_x_word-count,0.4385553470919257,-12.271044279885157,-9.653094298981255,-0.12711852360347073
kr,w2v,textblob,intensity_x_word-count,10.744147157190636,-0.7477694099454713,1.9593817748704705,-0.11166109449085518
kr,w2v,vader,direction_x_word-count,1.3269230769230789,8.473991761662996,6.437122137895536,-0.32960024642745145
kr,w2v,vader,intensity_x_word-count,12.154424522845567,9.726711859878755,10.394892717901566,0.48895541551210625
kr,w2v_refined_2,afinn,direction_x_word-count,-2.8742215345296063,-9.414254918678209,-7.749823316123239,-0.2749445110821793
kr,w2v_refined_2,afinn,intensity_x_word-count,-2.671386596649162,-15.363800564287693,-12.38623565150901,-0.18595710257708212
kr,w2v_refined_2,textblob,direction_x_word-count,-5.447507307972422,-18.310412109243597,-15.494032628966572,-0.13845565991017086
kr,w2v_refined_2,textblob,intensity_x_word-count,-0.27311878474669116,-15.558291872805162,-12.079169252182448,-0.10870143299939963
kr,w2v_refined_2,vader,direction_x_word-count,2.0542635658914796,-1.6405799620118464,-0.6532302362427026,-0.313553113546348
kr,w2v_refined_2,vader,intensity_x_word-count,3.373429564287629,-3.3288478606667353,-1.7499626125526553,0.3744279699932105
ll,fed,afinn,direction_x_word-count,1.0192307692307623,-2.0119769531898193,-1.1171331444978425,-0.31731205706582605
ll,fed,afinn,intensity_x_word-count,4.680956602499141,-4.400859943227916,-1.8269810073749053,-0.1953270389614535
ll,fed,textblob,direction_x_word-count,-5.280143657712156,-16.96638605820409,-13.77300108824329,-0.16894813644030454
ll,fed,textblob,intensity_x_word-count,2.875405844155845,-9.486152922468818,-6.00957789599819,-0.1086955956898742
ll,fed,vader,direction_x_word-count,1.372920743639913,-3.2207037324528454,-1.896359363016411,-0.2889035112447847
ll,fed,vader,intensity_x_word-count,7.234020026605135,-2.750946752899875,0.1218963136051241,0.26321842014737373
ll,w2v,afinn,direction_x_word-count,5.0925930628850695,-5.189442685894562,-2.0594864246997924,-0.277421693226262
ll,w2v,afinn,intensity_x_word-count,11.006851869485182,-6.516052621042582,-1.4334477435150457,-0.18835028468372064
ll,w2v,textblob,direction_x_word-count,-0.853291574551708,-15.30840467987165,-11.027098933596832,-0.12711852360347073
ll,w2v,textblob,intensity_x_word-count,4.760116668963298,-12.797394841073821,-7.664571191058977,-0.11166109449085518
ll,w2v,vader,direction_x_word-count,0.9680233493069137,-8.654816395798683,-5.823684877155012,-0.32960024642745145
ll,w2v,vader,intensity_x_word-count,8.284604519774014,-3.9464686848061676,-0.2234592037614238,0.48895541551210625
ll,w2v_refined_2,afinn,direction_x_word-count,3.333577211979319,-2.3466293006853904,-0.5803879537182928,-0.2749445110821793
ll,w2v_refined_2,afinn,intensity_x_word-count,8.63805007470388,-5.300815154938535,-1.1340817944926125,-0.18595710257708212
ll,w2v_refined_2,textblob,direction_x_word-count,-2.9020597372798744,-19.250483339672677,-14.527949589393558,-0.13845565991017086
ll,w2v_refined_2,textblob,intensity_x_word-count,4.744245524296669,-13.986432274088212,-8.653879484789673,-0.10870143299939963
ll,w2v_refined_2,vader,direction_x_word-count,-2.724766261571406,-12.495602289999626,-9.668587813071891,-0.313553113546348
ll,w2v_refined_2,vader,intensity_x_word-count,7.474238713552975,-3.61644012752047,-0.2823796617933234,0.3744279699932105
LoDuca,fed,afinn,direction_x_word-count,7.974250514296288,10.070453983654334,9.138604013086267,-0.31731205706582605
LoDuca,fed,afinn,intensity_x_word-count,8.933365383881624,6.992788223274392,7.106275578105314,-0.1953270389614535
LoDuca,fed,textblob,direction_x_word-count,7.770358221389149,16.402209922430504,12.820296627280534,-0.16894813644030454
LoDuca,fed,textblob,intensity_x_word-count,14.677580171125358,15.120288185303663,14.77858063794448,-0.1086955956898742
LoDuca,fed,vader,direction_x_word-count,9.259690373646848,12.83015407190022,11.325056726766718,-0.2889035112447847
LoDuca,fed,vader,intensity_x_word-count,6.304090646195915,3.839893088678111,4.553430655098353,0.26321842014737373
LoDuca,w2v,afinn,direction_x_word-count,2.7401331742931747,-0.35928578169215974,0.508625514447294,-0.277421693226262
LoDuca,w2v,afinn,intensity_x_word-count,8.962626866994636,-4.276983711242487,0.08725683859958089,-0.18835028468372064
LoDuca,w2v,textblob,direction_x_word-count,-1.9980818414322297,4.354059509156082,1.4771354666886616,-0.12711852360347073
LoDuca,w2v,textblob,intensity_x_word-count,11.24786497275532,12.067566889334486,11.281719013295255,-0.11166109449085518
LoDuca,w2v,vader,direction_x_word-count,1.0751289323305588,-1.2844239690261752,-0.500492220334416,-0.32960024642745145
LoDuca,w2v,vader,intensity_x_word-count,8.972048775763433,2.7415434423687044,4.983404574372932,0.48895541551210625
LoDuca,w2v_refined_2,afinn,direction_x_word-count,0.8865447200089811,0.16580201186400156,0.2613310126516861,-0.2749445110821793
LoDuca,w2v_refined_2,afinn,intensity_x_word-count,4.645055163220729,-6.566249329535649,-2.9667627239644014,-0.18595710257708212
LoDuca,w2v_refined_2,textblob,direction_x_word-count,-0.3401360544217744,3.190694126620893,1.4743452162651263,-0.13845565991017086
LoDuca,w2v_refined_2,textblob,intensity_x_word-count,11.991629155808257,15.259047673440442,13.268374905710662,-0.10870143299939963
LoDuca,w2v_refined_2,vader,direction_x_word-count,-3.357753357753362,-5.945431579745861,-5.034520184191459,-0.313553113546348
LoDuca,w2v_refined_2,vader,intensity_x_word-count,6.773242630385493,0.9173275097475342,3.0249140521726523,0.3744279699932105
ReinhartRogoff,fed,afinn,direction_x_word-count,-1.352002408912989,8.903632532112189,4.672888507120296,-0.31731205706582605
ReinhartRogoff,fed,afinn,intensity_x_word-count,-2.100015926102879,-11.512870820631289,-8.14461024624281,-0.1953270389614535
ReinhartRogoff,fed,textblob,direction_x_word-count,-2.0703469066598945,6.677311378813575,3.079592834081251,-0.16894813644030454
ReinhartRogoff,fed,textblob,intensity_x_word-count,9.612415742552729,29.33795914765315,20.650552558188004,-0.1086955956898742
ReinhartRogoff,fed,vader,direction_x_word-count,-1.541950113378688,2.8274613383257647,1.125108284656411,-0.2889035112447847
ReinhartRogoff,fed,vader,intensity_x_word-count,-3.0539311241065707,-2.9906407007247315,-3.28993229936627,0.26321842014737373
ReinhartRogoff,w2v,afinn,direction_x_word-count,0.24509803921568096,-0.8056753528709102,-0.4784390299367418,-0.277421693226262
ReinhartRogoff,w2v,afinn,intensity_x_word-count,2.3312287518212687,-13.13547123724167,-7.637268202271877,-0.18835028468372064
ReinhartRogoff,w2v,textblob,direction_x_word-count,-3.9826127819548844,1.6585365853658285,-0.7132715155027434,-0.12711852360347073
ReinhartRogoff,w2v,textblob,intensity_x_word-count,12.68849206349206,24.41089863854805,19.164108153469854,-0.11166109449085518
ReinhartRogoff,w2v,vader,direction_x_word-count,-1.5867039586919107,6.029377203290234,2.8474172449404858,-0.32960024642745145
ReinhartRogoff,w2v,vader,intensity_x_word-count,4.381199811053372,-4.076590504140042,-0.9124128880441639,0.48895541551210625
ReinhartRogoff,w2v_refined_2,afinn,direction_x_word-count,9.315597431047347,12.870791332774719,11.48779447189497,-0.2749445110821793
ReinhartRogoff,w2v_refined_2,afinn,intensity_x_word-count,7.449419187728109,-9.38142192615354,-3.4140430523391707,-0.18595710257708212
ReinhartRogoff,w2v_refined_2,textblob,direction_x_word-count,1.7397026656285879,1.8737196265286111,1.7678014484150881,-0.13845565991017086
ReinhartRogoff,w2v_refined_2,textblob,intensity_x_word-count,17.01444292740701,30.377101840516474,24.38304880483011,-0.10870143299939963
ReinhartRogoff,w2v_refined_2,vader,direction_x_word-count,2.7101326800121956,6.619840410385251,5.031045451213504,-0.313553113546348
ReinhartRogoff,w2v_refined_2,vader,intensity_x_word-count,9.349878293048777,5.648169100282656,7.095516725992843,0.3744279699932105
RomerRomer,fed,afinn,direction_x_word-count,1.1506463709716306,-2.6037818721386845,-1.0426977701835343,-0.31731205706582605
RomerRomer,fed,afinn,intensity_x_word-count,1.6754366323331928,-11.459827061223635,-6.344534818464234,-0.1953270389614535
RomerRomer,fed,textblob,direction_x_word-count,5.229034403730148,9.695747111778243,7.591455915314683,-0.16894813644030454
RomerRomer,fed,textblob,intensity_x_word-count,15.487125688275114,19.224916377428322,17.285281435848397,-0.1086955956898742
RomerRomer,fed,vader,direction_x_word-count,2.1359886692399073,-2.5254885255257467,-0.6229521548974675,-0.2889035112447847
RomerRomer,fed,vader,intensity_x_word-count,1.9963235590528396,4.820364603933697,3.608501085995081,0.26321842014737373
RomerRomer,w2v,afinn,direction_x_word-count,1.4989531189704393,-0.0761794562075424,0.5386725904926895,-0.277421693226262
RomerRomer,w2v,afinn,intensity_x_word-count,1.6989943787171733,-15.843020815732814,-9.104134161937385,-0.18835028468372064
RomerRomer,w2v,textblob,direction_x_word-count,5.766468720194627,3.556691322397516,4.493992576059385,-0.12711852360347073
RomerRomer,w2v,textblob,intensity_x_word-count,11.137814130888307,6.967773451825945,8.385946848129532,-0.11166109449085518
RomerRomer,w2v,vader,direction_x_word-count,1.8438041253345956,2.411909580606788,2.14479777893779,-0.32960024642745145
RomerRomer,w2v,vader,intensity_x_word-count,3.644411572151922,-1.6789111120334144,0.5710377742448718,0.48895541551210625
RomerRomer,w2v_refined_2,afinn,direction_x_word-count,3.727678571428568,3.4591373619062993,3.5804609855587497,-0.2749445110821793
RomerRomer,w2v_refined_2,afinn,intensity_x_word-count,5.269637459707508,-8.43872943456103,-3.384954319959673,-0.18595710257708212
RomerRomer,w2v_refined_2,textblob,direction_x_word-count,7.059848753397137,12.45087584099919,9.982584921514079,-0.13845565991017086
RomerRomer,w2v_refined_2,textblob,intensity_x_word-count,17.0227598488468,27.506509123509595,22.448707660654893,-0.10870143299939963
RomerRomer,w2v_refined_2,vader,direction_x_word-count,4.839605882838962,11.961755096819843,8.852102177130204,-0.313553113546348
RomerRomer,w2v_refined_2,vader,intensity_x_word-count,10.867597282340395,16.394922453433082,14.006729718067847,0.3744279699932105
